"['丰台', '刘家窑']",顺五条,390,58278.5,"['3室1厅1卫', '高楼层 (共6层)', '66.92㎡', '平层', '板楼', '东 南 北', '混合结构', '精装', '一梯三户', '集中供暖']","['2020年06月20日', '商品房', '2013年11月13日', '普通住宅', '满五年', '共有', '已上传房本照片']",52866元/㎡,1992年建成,板楼,4栋
"['朝阳', '西坝河']",光熙门北里,485,68483.5,"['3室1厅1卫', '低楼层 (共16层)', '70.82㎡', '平层', '塔楼', '西 北', '钢混结构', '简装', '两梯八户', '集中供暖', '有']","['2020年06月20日', '已购公房', '2011年06月10日', '普通住宅', '满五年', '非共有', '已上传房本照片']",70819元/㎡,1985年建成,塔楼/板楼/塔板结合,32栋
"['朝阳', '北苑']",新街坊,520,51901.4,"['2室1厅1卫', '低楼层 (共19层)', '100.19㎡', '平层', '80.59㎡', '板塔结合', '东北', '钢混结构', '精装', '两梯四户', '集中供暖', '有']","['2020年06月20日', '商品房', '2006年03月16日', '普通住宅', '满五年', '非共有', '已上传房本照片']",58602元/㎡,2004年建成,塔板结合,5栋
"['海淀', '清河']",金隅美和园,580,70422.5,"['2室1厅1卫', '中楼层 (共9层)', '82.36㎡', '平层', '71.4㎡', '板楼', '南', '钢混结构', '精装', '一梯三户', '集中供暖', '有']","['2020年06月22日', '限价商品房', '2010年04月22日', '普通住宅', '满五年', '非共有', '已上传房本照片']",69675元/㎡,2008年建成,板楼,13栋
"['东城', '崇文门']",国瑞城中区,850,102906,"['2室1厅1卫', '低楼层 (共16层)', '82.6㎡', '平层', '65.68㎡', '板塔结合', '南 北', '钢混结构', '精装', '两梯六户', '集中供暖', '有']","['2020年06月22日', '二类经济适用房', '2008年01月08日', '普通住宅', '满五年', '非共有', '已上传房本照片']",96190元/㎡,2005年建成,板楼/塔板结合,14栋
"['东城', '广渠门']",天利园,670,90822.8,"['2室1厅1卫', '中楼层 (共16层)', '73.77㎡', '平层', '板楼', '东北', '钢混结构', '简装', '一梯六户', '集中供暖', '有']","['2020年06月22日', '二类经济适用房', '2004年05月08日', '普通住宅', '满五年', '非共有', '已上传房本照片']",80143元/㎡,2000年建成,板楼,1栋
"['顺义', '顺义城']",港馨家园东区,375,29576.5,"['3室1厅1卫', '高楼层 (共6层)', '126.79㎡', '平层', '115.63㎡', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖']","['2020年06月21日', '商品房', '2015年01月27日', '普通住宅', '满五年', '非共有', '已上传房本照片']",34417元/㎡,2007年建成,塔楼/板楼,32栋
"['西城', '马连道']",马连道中里,499,85357.5,"['1室1厅1卫', '底层 (共12层)', '58.46㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '两梯二十二户', '集中供暖', '有']","['2020年06月21日', '商品房', '2018年12月13日', '普通住宅', '暂无数据', '非共有', '已上传房本照片']",92470元/㎡,1990年建成,塔楼/板楼,20栋
"['昌平', '天通苑']",天通苑北三区,450,40286.5,"['2室2厅2卫', '低楼层 (共7层)', '111.7㎡', '平层', '板楼', '南 北', '混合结构', '精装', '一梯三户', '集中供暖']","['2020年06月21日', '商品房', '2005年07月25日', '普通住宅', '满五年', '非共有', '已上传房本照片']",38168元/㎡,2003年建成,板楼,61栋
"['石景山', '古城']",中海金玺公馆,568,64530.8,"['2室1厅1卫', '中楼层 (共20层)', '88.02㎡', '平层', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']","['2020年06月21日', '商品房', '2018年04月19日', '普通住宅', '满两年', '非共有', '已上传房本照片']",67065元/㎡,2016年建成,板楼/塔板结合,14栋
"['朝阳', '亚运村小营']",育慧里二区,395,66108.8,"['2室1厅1卫', '顶层 (共6层)', '59.75㎡', '平层', '59.75㎡', '板楼', '东南 北', '混合结构', '精装', '一梯三户', '集中供暖']","['2020年06月21日', '已购公房', '2001年06月27日', '普通住宅', '满五年', '非共有', '已上传房本照片']",71142元/㎡,1988年建成,塔楼/板楼,19栋
"['朝阳', '国展']",左家庄北里,565,77122.6,"['2室1厅1卫', '高楼层 (共21层)', '73.26㎡', '平层', '73.26㎡', '塔楼', '南', '钢混结构', '其他', '两梯八户', '集中供暖', '有']","['2020年06月21日', '已购公房', '1998年11月02日', '普通住宅', '满五年', '非共有', '已上传房本照片']",68097元/㎡,1979年建成,塔楼/板楼/塔板结合,32栋
"['朝阳', '奥林匹克公园']",万科星园,860,79204.3,"['2室1厅1卫', '中楼层 (共13层)', '108.58㎡', '平层', '板塔结合', '西南', '钢混结构', '精装', '两梯六户', '自供暖', '有']","['2020年06月21日', '商品房', '2003年10月29日', '普通住宅', '满五年', '非共有', '已上传房本照片']",71900元/㎡,2000年建成,塔楼/板楼/塔板结合,17栋
"['朝阳', '双井']",乐成国际,1380,96896.5,"['3室2厅2卫', '高楼层 (共16层)', '142.42㎡', '平层', '116.94㎡', '板楼', '南 北', '钢混结构', '精装', '一梯两户', '集中供暖', '有']","['2020年06月21日', '商品房', '2006年12月22日', '普通住宅', '满五年', '共有', '已上传房本照片']",92608元/㎡,2005年建成,板楼,7栋
"['西城', '官园']",官苑8号,1530,162576,"['2室2厅1卫', '中楼层 (共16层)', '94.11㎡', '平层', '73.93㎡', '板塔结合', '东南', '钢混结构', '简装', '两梯六户', '集中供暖', '有']","['2020年06月21日', '商品房', '2016年05月27日', '普通住宅', '满两年', '共有', '已上传房本照片']",163188元/㎡,2006年建成,塔楼/塔板结合,7栋
"['朝阳', '双井']",百环家园,635,56823.3,"['2室1厅1卫', '中楼层 (共27层)', '111.75㎡', '平层', '92.59㎡', '塔楼', '东 北', '钢混结构', '简装', '四梯十二户', '集中供暖', '有']","['2020年06月21日', '商品房', '2020年04月03日', '普通住宅', '暂无数据', '非共有', '已上传房本照片']",55203元/㎡,2004年建成,塔楼/板楼/塔板结合/平房,20栋
"['昌平', '回龙观']",龙博苑一区,465,45481.2,"['3室1厅1卫', '中楼层 (共6层)', '102.24㎡', '平层', '91.29㎡', '板楼', '南 北', '混合结构', '精装', '一梯两户', '自供暖']","['2020年06月21日', '一类经济适用房', '2009年08月31日', '普通住宅', '满五年', '非共有', '已上传房本照片']",47492元/㎡,2004年建成,板楼,11栋
"['朝阳', '朝阳公园']",丽水嘉园,730,71039.3,"['2室2厅1卫', '底层 (共22层)', '102.76㎡', '平层', '83.87㎡', '塔楼', '西南', '钢混结构', '简装', '三梯六户', '自供暖', '有']","['2020年06月21日', '商品房', '2010年03月23日', '普通住宅', '满五年', '非共有', '已上传房本照片']",77184元/㎡,1997年建成,塔楼/板楼,8栋
"['海淀', '学院路']",清华东路27号院,510,79812.2,"['2室1厅1卫', '中楼层 (共7层)', '63.9㎡', '平层', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖']","['2020年06月21日', '商品房', '2015年06月19日', '普通住宅', '满五年', '非共有', '已上传房本照片']",76174元/㎡,1990年建成,板楼,6栋
"['丰台', '和义']",和义西里二区,338,44397.7,"['3室1厅1卫', '高楼层 (共6层)', '76.13㎡', '平层', '67.13㎡', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖']","['2020年06月21日', '商品房', '2012年11月20日', '普通住宅', '满五年', '非共有', '已上传房本照片']",46126元/㎡,1996年建成,板楼/平房,18栋
"['朝阳', '亚运村小营']",世纪村东区,566,73344.6,"['2室1厅1卫', '低楼层 (共6层)', '77.17㎡', '平层', '51.36㎡', '板楼', '南 北', '混合结构', '简装', '一梯三户', '集中供暖']","['2020年06月21日', '私产', '2018年05月14日', '普通住宅', '满两年', '非共有', '已上传房本照片']",70881元/㎡,1990年建成,塔楼/板楼/塔板结合,18栋
"['大兴', '旧宫']",云龙家园,279,39619.4,"['3室2厅1卫', '顶层 (共6层)', '70.42㎡', '平层', '59.86㎡', '板楼', '南 北', '混合结构', '简装', '一梯两户', '集中供暖']","['2020年06月21日', '商品房', '2015年11月27日', '普通住宅', '满两年', '非共有', '已上传房本照片']",44510元/㎡,2003年建成,板楼,22栋
"['朝阳', '十里堡']",八里庄南里,398,54223.4,"['2室1厅1卫', '中楼层 (共18层)', '73.4㎡', '平层', '塔楼', '东南', '钢混结构', '精装', '两梯七户', '集中供暖', '有']","['2020年06月21日', '已购公房', '2000年11月30日', '普通住宅', '满五年', '非共有', '已上传房本照片']",57338元/㎡,1985年建成,塔楼/板楼,22栋
"['朝阳', '双井']",首城国际D区,795,89719,"['2室1厅1卫', '中楼层 (共28层)', '88.61㎡', '平层', '69.17㎡', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']","['2020年06月21日', '商品房', '2011年11月12日', '普通住宅', '满五年', '非共有', '已上传房本照片']",88555元/㎡,2010年建成,板楼/塔板结合,3栋
"['石景山', '鲁谷']",远洋山水,660,60235.5,"['2室2厅1卫', '低楼层 (共26层)', '109.57㎡', '平层', '87.64㎡', '板塔结合', '东', '钢混结构', '简装', '两梯七户', '集中供暖', '有']","['2020年06月20日', '商品房', '2009年05月14日', '普通住宅', '满五年', '共有', '已上传房本照片']",64935元/㎡,2003年建成,塔楼/板楼/塔板结合,31栋
"['昌平', '西三旗']",旗胜家园,385,43468.4,"['2室1厅1卫', '顶层 (共16层)', '88.57㎡', '平层', '72.63㎡', '板塔结合', '南 北', '钢混结构', '精装', '两梯四户', '自供暖', '有']","['2020年06月20日', '限价商品房', '2010年08月31日', '普通住宅', '满五年', '非共有', '已上传房本照片']",45220元/㎡,2009年建成,塔板结合,19栋
"['朝阳', '双井']",天之骄子,878,80388.2,"['2室1厅2卫', '高楼层 (共22层)', '109.22㎡', '平层', '90.33㎡', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']","['2020年06月20日', '商品房', '2015年06月29日', '普通住宅', '满两年', '共有', '已上传房本照片']",73432元/㎡,2005年建成,板楼/塔板结合,8栋
"['朝阳', '安贞']",安贞里,410,68367.5,"['2室1厅1卫', '顶层 (共6层)', '59.97㎡', '平层', '52㎡', '板楼', '东 西', '砖混结构', '精装', '一梯两户', '集中供暖']","['2020年06月20日', '已购公房', '2009年11月20日', '普通住宅', '满五年', '非共有', '已上传房本照片']",75756元/㎡,1982年建成,塔楼/板楼/塔板结合,60栋
"['丰台', '旧宫']",万源东里,265,52894.2,"['1室1厅1卫', '顶层 (共4层)', '50.1㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯三户', '集中供暖']","['2020年06月20日', '央产房', '2019年11月20日', '普通住宅', '暂无数据', '非共有', '已上传房本照片']",45032元/㎡,1960年建成,板楼,45栋
"['朝阳', '酒仙桥']",电子城小区,428,57395.7,"['2室1厅1卫', '中楼层 (共24层)', '74.57㎡', '平层', '59.27㎡', '塔楼', '西北', '钢混结构', '精装', '三梯十一户', '集中供暖', '有']","['2020年06月20日', '商品房', '2015年01月16日', '普通住宅', '满五年', '共有', '已上传房本照片']",49655元/㎡,2001年建成,塔楼/板楼,16栋
"['丰台', '刘家窑']",顺五条,390,58278.5,"['3室1厅1卫', '高楼层 (共6层)', '66.92㎡', '平层', '板楼', '东 南 北', '混合结构', '精装', '一梯三户', '集中供暖']","['2020年06月20日', '商品房', '2013年11月13日', '普通住宅', '满五年', '共有', '已上传房本照片']",52866元/㎡,1992年建成,板楼,4栋
"['朝阳', '西坝河']",光熙门北里,485,68483.5,"['3室1厅1卫', '低楼层 (共16层)', '70.82㎡', '平层', '塔楼', '西 北', '钢混结构', '简装', '两梯八户', '集中供暖', '有']","['2020年06月20日', '已购公房', '2011年06月10日', '普通住宅', '满五年', '非共有', '已上传房本照片']",70819元/㎡,1985年建成,塔楼/板楼/塔板结合,32栋
"['朝阳', '北苑']",新街坊,520,51901.4,"['2室1厅1卫', '低楼层 (共19层)', '100.19㎡', '平层', '80.59㎡', '板塔结合', '东北', '钢混结构', '精装', '两梯四户', '集中供暖', '有']","['2020年06月20日', '商品房', '2006年03月16日', '普通住宅', '满五年', '非共有', '已上传房本照片']",58602元/㎡,2004年建成,塔板结合,5栋
"['西城', '新街口']",新街口西里三区,700,112018,"['2室1厅1卫', '低楼层 (共6层)', '62.49㎡', '平层', '54.61㎡', '板楼', '南 北', '混合结构', '精装', '一梯四户', '自供暖']","['2020年06月20日', '二类经济适用房', '2008年08月11日', '普通住宅', '满五年', '非共有', '已上传房本照片']",104810元/㎡,2003年建成,板楼,11栋
"['东城', '和平里']",交林,625,107481,"['2室1厅1卫', '中楼层 (共6层)', '58.15㎡', '平层', '45㎡', '板楼', '东 西', '混合结构', '简装', '一梯两户', '集中供暖']","['2020年06月20日', '已购公房', '2000年09月28日', '普通住宅', '满五年', '非共有', '已上传房本照片']",114280元/㎡,1980年建成,板楼,7栋
"['通州', '通州其它']",定海园二里,345,34372.8,"['2室1厅1卫', '低楼层 (共11层)', '100.37㎡', '平层', '83.1㎡', '板楼', '南 北', '钢混结构', '精装', '一梯三户', '集中供暖', '有']","['2020年06月20日', '商品房', '2019年02月26日', '普通住宅', '暂无数据', '非共有', '已上传房本照片']",31620元/㎡,2008年建成,板楼,15栋
"['顺义', '顺义城']",仓上小区,385,31910.5,"['3室1厅1卫', '中楼层 (共6层)', '120.65㎡', '平层', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖']","['2020年06月20日', '商品房', '2014年06月19日', '普通住宅', '满五年', '共有', '已上传房本照片']",35025元/㎡,1992年建成,板楼,64栋
"['石景山', '苹果园']",苹果园小区二区,299,43183.1,"['1室1厅1卫', '高楼层 (共16层)', '69.24㎡', '平层', '塔楼', '南', '钢混结构', '精装', '两梯七户', '集中供暖', '有']","['2020年06月20日', '已购公房', '2009年05月12日', '普通住宅', '满五年', '非共有', '已上传房本照片']",44048元/㎡,1994年建成,塔楼,16栋
"['朝阳', '惠新西街']",北四环东路104号,430,75531.4,"['2室1厅1卫', '中楼层 (共6层)', '56.93㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯三户', '集中供暖']","['2020年06月20日', '商品房', '2000年09月14日', '普通住宅', '满五年', '非共有', '已上传房本照片']",70798元/㎡,1990年建成,板楼,1栋
"['西城', '木樨地']",西便门西里,680,104151,"['2室1厅1卫', '顶层 (共14层)', '65.29㎡', '平层', '板塔结合', '东 西 北', '钢混结构', '精装', '一梯六户', '集中供暖', '有']","['2020年06月20日', '已购公房', '2006年11月29日', '普通住宅', '满五年', '非共有', '已上传房本照片']",95653元/㎡,1979年建成,塔楼/板楼/塔板结合,14栋
"['丰台', '和义']",南苑北里二区,239,38295.1,"['2室1厅1卫', '高楼层 (共6层)', '62.41㎡', '平层', '板楼', '东 西', '混合结构', '简装', '一梯四户', '集中供暖']","['2020年06月20日', '二类经济适用房', '2019年02月20日', '普通住宅', '暂无数据', '非共有', '已上传房本照片']",40965元/㎡,1995年建成,板楼,15栋
"['石景山', '苹果园']",模式口西里,230,39621,"['2室1厅1卫', '顶层 (共6层)', '58.05㎡', '平层', '板楼', '南 北', '钢混结构', '简装', '一梯两户', '集中供暖']","['2020年06月20日', '已购公房', '2009年03月06日', '普通住宅', '满五年', '非共有', '已上传房本照片']",40835元/㎡,1987年建成,塔楼/板楼/塔板结合,61栋
"['朝阳', '四惠']",爱这城三期,680,72953.5,"['2室1厅1卫', '高楼层 (共18层)', '93.21㎡', '平层', '69.67㎡', '板楼', '北 南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']","['2020年06月20日', '商品房', '2011年03月14日', '普通住宅', '满五年', '非共有', '已上传房本照片']",68338元/㎡,1999年建成,板楼/塔板结合,4栋
"['朝阳', '望京']",南湖中园二区,495,72474.4,"['2室1厅1卫', '中楼层 (共7层)', '68.3㎡', '平层', '58.88㎡', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖']","['2020年06月20日', '商品房', '2013年02月21日', '普通住宅', '满五年', '共有', '已上传房本照片']",67189元/㎡,1993年建成,塔楼/板楼,36栋
"['石景山', '苹果园']",雍景四季,650,57906.5,"['2室1厅1卫', '中楼层 (共9层)', '112.25㎡', '平层', '89.52㎡', '板塔结合', '南 北', '钢混结构', '简装', '两梯四户', '集中供暖', '有']","['2020年06月20日', '商品房', '2015年12月28日', '普通住宅', '满两年', '共有', '已上传房本照片']",56082元/㎡,2009年建成,塔楼/塔板结合,13栋
"['朝阳', '惠新西街']",樱花园,470,81895.8,"['2室1厅1卫', '高楼层 (共6层)', '57.39㎡', '平层', '40.2㎡', '板楼', '南 北', '砖混结构', '精装', '一梯三户', '集中供暖']","['2020年06月20日', '商品房', '2012年11月01日', '普通住宅', '满五年', '非共有', '已上传房本照片']",76126元/㎡,1984年建成,塔楼/板楼,24栋
"['昌平', '回龙观']",和谐家园二区,579,46420.3,"['3室2厅2卫', '中楼层 (共6层)', '124.73㎡', '平层', '113.63㎡', '板楼', '南 北', '混合结构', '精装', '一梯两户', '自供暖']","['2020年06月20日', '一类经济适用房', '2006年08月16日', '普通住宅', '满五年', '共有', '已上传房本照片']",43202元/㎡,2006年建成,板楼,18栋
"['昌平', '回龙观']",风雅园三区,405,39198.6,"['2室2厅2卫', '高楼层 (共6层)', '103.32㎡', '平层', '板楼', '南', '混合结构', '精装', '一梯两户', '自供暖']","['2020年06月20日', '一类经济适用房', '2000年08月28日', '普通住宅', '满五年', '非共有', '已上传房本照片']",42380元/㎡,2000年建成,板楼,14栋
"['丰台', '刘家窑']",宋家庄家园,370,53794.7,"['2室1厅1卫', '低楼层 (共25层)', '68.78㎡', '平层', '56.82㎡', '塔楼', '西', '钢混结构', '精装', '三梯十二户', '自供暖', '有']","['2020年06月20日', '商品房', '2018年11月12日', '普通住宅', '暂无数据', '共有', '已上传房本照片']",51948元/㎡,2010年建成,塔楼,13栋
"['西城', '马甸']",裕中东里,800,138169,"['2室1厅1卫', '低楼层 (共6层)', '57.9㎡', '平层', '板楼', '南 北', '砖混结构', '精装', '一梯两户', '集中供暖']","['2020年06月20日', '商品房', '2019年01月31日', '普通住宅', '暂无数据', '非共有', '已上传房本照片']",145135元/㎡,1980年建成,塔楼/板楼/塔板结合/平房,33栋
